,Building_Painted,Building Dimension,Building_Type,Geo_Code,Claim,Windows,Building Dimensionis missing,Date_of_Occupancyis missing,Insured_time,Building_Class,Building_category,Building_age
6286,N,3947.0,3,92009,0,0,False,False,4,old,Urban Non-Residential,27.0
6287,V,1350.0,3,92009,0,3,False,False,4,modern,Rural Residential,33.0
6288,V,350.0,3,92009,0,2,False,False,4,modern,Rural Residential,84.0
6289,V,4827.75,3,92009,0,2,False,False,4,modern,Rural Residential,9.0
6290,V,1180.0,3,92009,0,0,False,False,4,old,Urban Non-Residential,52.0
6291,V,450.0,3,92009,0,0,False,False,3,old,Urban Non-Residential,56.0
6292,N,220.0,3,92009,0,0,False,False,4,old,Urban Residential,52.0
6293,N,250.0,3,92009,0,0,False,False,4,old,Urban Residential,53.0
6294,V,400.0,3,92012,0,1,False,False,4,modern,Rural Non-Residential,83.0
6295,N,2450.0,3,92012,0,0,False,False,4,old,Urban Residential,32.0
6296,V,850.0,3,92012,0,2,False,False,4,modern,Rural Residential,84.0
6297,N,2646.0,3,92012,0,0,False,False,0,old,Urban Residential,33.0
6298,V,550.0,3,92012,0,1,False,False,4,modern,Rural Residential,56.0
6299,V,824.0,3,92012,1,2,False,False,4,modern,Rural Residential,85.0
6300,V,600.0,3,92012,0,2,False,False,4,modern,Rural Residential,83.0
6301,N,1100.0,3,92012,0,0,False,False,4,old,Urban Residential,52.0
6302,V,4100.0,3,92012,0,4,False,False,4,modern,Rural Residential,52.0
6303,V,4100.0,3,92012,0,4,False,False,3,modern,Rural Residential,56.0
6304,V,1100.0,3,92012,0,2,False,False,4,modern,Rural Residential,73.0
6305,V,1100.0,3,92012,1,2,False,False,1,modern,Rural Residential,74.0
6306,V,230.0,3,92012,0,2,False,False,4,modern,Rural Non-Residential,54.0
6307,V,420.0,3,92012,0,2,False,False,4,modern,Rural Residential,64.0
6308,V,2000.0,3,92012,0,3,False,False,4,modern,Rural Residential,62.0
6309,V,1460.0,3,92012,0,3,False,False,4,modern,Rural Residential,84.0
6310,V,2866.0,3,92012,1,3,False,False,3,modern,Rural Residential,86.0
6311,V,1196.0,3,92012,1,2,False,False,4,modern,Rural Residential,64.0
6312,V,714.0,3,92012,0,2,False,False,2,modern,Rural Residential,82.0
6313,V,714.0,3,92012,0,2,False,False,1,modern,Rural Residential,86.0
6314,V,300.0,3,92012,0,2,False,False,4,modern,Rural Non-Residential,83.0
6315,V,750.0,3,92012,1,2,False,False,4,modern,Rural Residential,63.0
6316,V,750.0,3,92012,0,2,False,False,1,modern,Rural Residential,64.0
6317,V,4827.75,3,92012,0,3,False,False,2,modern,Rural Residential,62.0
6318,V,4827.75,3,92012,1,3,False,False,4,modern,Rural Residential,63.0
6319,V,2110.0,3,92012,0,2,False,False,2,modern,Rural Residential,22.0
6320,V,550.0,3,92012,0,2,False,False,2,modern,Rural Residential,62.0
6321,V,4827.75,3,92012,1,4,False,False,1,modern,Rural Residential,37.0
6322,V,4827.75,3,92012,0,2,False,False,1,modern,Rural Residential,17.0
6323,V,1015.0,3,92012,0,2,False,False,4,modern,Rural Residential,83.0
6324,V,1015.0,3,92012,1,2,False,False,2,modern,Rural Residential,84.0
6325,V,960.0,3,92012,0,0,False,False,0,old,Urban Non-Residential,49.543595911004104
6326,V,700.0,3,92012,1,2,False,False,3,modern,Rural Residential,86.0
6327,N,765.0,3,92012,1,0,False,False,4,old,Urban Residential,56.0
6328,V,1054.0,3,92012,0,0,False,False,4,old,Urban Residential,33.0
6329,V,1535.0,3,92012,1,0,False,False,4,old,Urban Residential,55.0
6330,N,310.0,3,92012,0,0,False,False,4,old,Urban Residential,52.0
6331,N,2110.0,3,92014,0,0,False,False,4,old,Urban Residential,53.0
6332,N,285.0,3,92014,1,0,False,False,4,old,Urban Residential,52.0
6333,N,285.0,3,92014,0,0,False,False,4,old,Urban Residential,56.0
6334,V,4827.75,3,92014,1,2,False,False,4,modern,Rural Residential,52.0
6335,V,1880.0,3,92014,1,1,False,False,4,modern,Rural Residential,6.0
6336,V,4827.75,3,92014,1,0,False,False,4,old,Urban Residential,48.543595911004104
6337,N,1836.0,3,92014,0,0,False,False,1,old,Urban Residential,32.0
6338,V,3731.0,3,92019,0,2,False,False,2,modern,Rural Residential,4.0
6339,N,1065.0,3,92020,0,0,False,False,1,old,Urban Residential,53.0
6340,N,3460.0,3,92020,1,0,False,False,1,old,Urban Residential,25.0
6341,V,225.0,3,92020,0,1,False,False,4,modern,Rural Non-Residential,62.0
6342,V,1200.0,3,92022,0,2,False,False,4,modern,Rural Non-Residential,14.0
6343,V,4827.75,3,92022,0,0,False,False,2,old,Urban Residential,33.0
6344,N,180.0,3,92022,0,0,False,False,3,old,Urban Residential,56.0
6345,N,1026.0,3,92023,1,0,False,False,4,old,Urban Non-Residential,53.0
6346,V,4827.75,3,92023,1,2,False,False,3,modern,Rural Residential,23.0
6347,V,4827.75,3,92023,1,3,False,False,4,modern,Rural Residential,44.0
6348,V,252.0,3,92023,0,0,False,False,4,old,Urban Non-Residential,51.543595911004104
6349,V,3300.0,3,92023,0,2,False,False,4,modern,Rural Non-Residential,44.0
6350,N,390.0,3,92023,0,0,False,False,4,old,Urban Non-Residential,52.0
6351,N,1970.0,3,92024,0,0,False,False,4,old,Urban Residential,55.0
6352,N,500.0,3,92024,0,0,False,False,4,old,Urban Non-Residential,54.0
6353,V,1125.0,3,92024,0,2,False,False,4,modern,Rural Non-Residential,35.0
6354,V,696.0,3,92024,0,2,False,False,4,modern,Rural Residential,62.0
6355,V,696.0,3,92024,0,2,False,False,4,modern,Rural Residential,63.0
6356,V,696.0,3,92024,0,2,False,False,4,modern,Rural Residential,65.0
6357,V,520.0,3,92024,0,0,False,False,4,old,Urban Residential,52.0
6358,N,262.0,3,92025,0,0,False,False,4,old,Urban Residential,53.0
6359,N,325.0,3,92025,0,0,False,False,4,old,Urban Residential,32.0
6360,N,333.0,3,92025,0,0,False,False,4,old,Urban Residential,52.0
6361,N,333.0,3,92025,0,0,False,False,4,old,Urban Residential,53.0
6362,N,333.0,3,92025,0,0,False,False,4,old,Urban Residential,54.0
6363,V,2000.0,3,92025,0,3,False,False,4,modern,Rural Non-Residential,7.0
6364,V,420.0,3,92025,0,2,False,False,4,modern,Rural Residential,45.0
6365,V,2910.0,3,92025,1,3,False,False,4,modern,Rural Non-Residential,82.0
6366,V,2910.0,3,92025,0,3,False,False,4,modern,Rural Non-Residential,83.0
6367,V,2910.0,3,92025,0,3,False,False,4,modern,Rural Non-Residential,84.0
6368,V,2910.0,3,92025,0,3,False,False,4,modern,Rural Non-Residential,85.0
6369,V,2910.0,3,92025,0,3,False,False,3,modern,Rural Non-Residential,86.0
6370,V,3248.0,3,92025,1,3,False,False,1,modern,Rural Residential,53.0
6371,V,2880.0,3,92025,1,3,False,False,2,modern,Rural Residential,54.0
6372,V,1328.0,3,92025,0,2,False,False,1,modern,Rural Residential,53.0
6373,V,250.0,3,92025,0,1,False,False,4,modern,Rural Residential,64.0
6374,V,1250.0,3,92025,0,3,False,False,4,modern,Rural Non-Residential,50.0
6375,V,1122.0,3,92025,1,0,False,False,2,old,Urban Non-Residential,52.0
6376,V,643.0,3,92025,1,0,False,False,4,old,Urban Non-Residential,55.0
6377,N,300.0,3,92025,0,0,False,False,4,old,Urban Residential,53.0
6378,N,300.0,3,92025,0,0,False,False,4,old,Urban Residential,55.0
6379,V,4575.0,3,92025,0,0,False,False,4,old,Urban Residential,52.0
6380,V,480.0,3,92025,0,0,False,False,4,old,Urban Non-Residential,53.0
6381,V,480.0,3,92025,1,0,False,False,4,old,Urban Non-Residential,55.0
6382,N,240.0,3,92025,0,0,False,False,4,old,Urban Non-Residential,52.0
6383,V,2062.0,3,92025,0,0,False,False,4,old,Urban Non-Residential,55.0
6384,V,2062.0,3,92025,0,0,False,False,4,old,Urban Non-Residential,56.0
6385,N,1880.0,3,92026,1,0,False,False,4,old,Urban Residential,53.0
6386,N,1.0,3,92026,0,0,False,False,4,old,Urban Residential,34.0
6387,N,1759.0,3,92026,0,0,False,False,4,old,Urban Residential,54.0
6388,N,600.0,3,92026,1,0,False,False,4,old,Urban Residential,54.0
6389,N,300.0,3,92026,0,0,False,False,4,old,Urban Residential,53.0
6390,N,705.0,3,92026,0,0,False,False,4,old,Urban Residential,53.0
6391,N,705.0,3,92026,0,0,False,False,4,old,Urban Residential,54.0
6392,N,705.0,3,92026,0,0,False,False,4,old,Urban Residential,55.0
6393,N,705.0,3,92026,0,0,False,False,3,old,Urban Residential,56.0
6394,N,1300.0,3,92026,0,0,False,False,4,old,Urban Residential,54.0
6395,N,910.0,3,92026,1,0,False,False,4,old,Urban Residential,32.0
6396,V,4827.75,3,92026,1,3,False,False,4,modern,Rural Residential,56.0
6397,V,1200.0,3,92026,0,2,False,False,4,modern,Rural Residential,64.0
6398,V,350.0,3,92026,0,1,False,False,4,modern,Rural Residential,82.0
6399,V,1157.0,3,92026,0,2,False,False,3,modern,Rural Residential,66.0
6400,V,1270.0,3,92026,0,3,False,False,4,modern,Rural Residential,52.0
6401,V,2600.0,3,92026,1,0,False,False,4,old,Urban Residential,47.543595911004104
6402,V,504.0,3,92026,0,0,False,False,4,old,Urban Residential,47.543595911004104
6403,V,1355.0,3,92026,0,2,False,False,4,modern,Rural Residential,84.0
6404,V,982.0,3,92026,0,2,False,False,4,modern,Rural Residential,63.0
6405,V,1252.0,3,92026,0,3,False,False,4,modern,Rural Residential,82.0
6406,V,4392.0,3,92032,0,2,False,False,4,modern,Rural Residential,42.0
6407,V,4392.0,3,92032,0,2,False,False,3,modern,Rural Residential,46.0
6408,V,2700.0,3,92032,0,2,False,False,4,modern,Rural Residential,44.0
6409,V,2700.0,3,92032,1,2,False,False,4,modern,Rural Residential,47.0
6410,V,4827.75,3,92032,1,0,False,False,4,old,Urban Residential,50.543595911004104
6411,N,831.0,3,92032,0,0,False,False,4,old,Urban Residential,53.0
6412,V,1300.0,3,92033,0,1,False,False,4,modern,Rural Residential,32.0
6413,N,630.0,3,92035,0,0,False,False,3,old,Urban Residential,56.0
6414,N,450.0,3,92035,0,0,False,False,4,old,Urban Residential,55.0
6415,N,387.0,3,92035,1,0,False,False,4,old,Urban Residential,53.0
6416,N,900.0,3,92035,0,0,False,False,4,old,Urban Residential,54.0
6417,N,710.0,3,92035,0,0,False,False,4,old,Urban Residential,53.0
6418,N,4827.75,3,92035,0,0,False,False,4,old,Urban Residential,24.0
6419,V,3068.0,3,92035,1,2,False,False,4,modern,Rural Residential,4.0
6420,V,770.0,3,92035,0,2,False,False,4,modern,Rural Residential,83.0
6421,V,845.0,3,92035,0,2,False,False,4,modern,Rural Residential,34.0
6422,V,845.0,3,92035,0,2,False,False,2,modern,Rural Residential,35.0
6423,V,286.0,3,92035,0,1,False,False,4,modern,Rural Residential,83.0
6424,V,600.0,3,92035,0,2,False,False,4,modern,Rural Residential,65.0
6425,V,1215.0,3,92035,0,2,False,False,4,modern,Rural Residential,63.0
6426,V,4827.75,3,92035,0,2,False,False,2,modern,Rural Residential,22.0
6427,V,4827.75,3,92035,0,2,False,False,4,modern,Rural Residential,25.0
6428,V,4827.75,3,92035,1,3,False,False,2,modern,Rural Residential,62.0
6429,V,4280.0,3,92035,1,2,False,False,4,modern,Rural Residential,15.0
6430,V,1905.0,3,92035,0,3,False,False,4,modern,Rural Residential,84.0
6431,N,150.0,3,92035,0,0,False,False,4,old,Urban Non-Residential,53.0
6432,N,150.0,3,92035,0,0,False,False,4,old,Urban Non-Residential,54.0
6433,N,150.0,3,92035,0,0,False,False,4,old,Urban Non-Residential,55.0
6434,V,2200.0,3,92035,1,3,False,False,3,modern,Rural Residential,86.0
6435,V,733.0,3,92036,0,2,False,False,4,modern,Rural Non-Residential,33.0
6436,V,850.0,3,92036,1,2,False,False,4,modern,Rural Non-Residential,82.0
6437,V,850.0,3,92036,0,2,False,False,4,modern,Rural Non-Residential,85.0
6438,N,2255.0,3,92040,1,0,False,False,4,old,Urban Residential,32.0
6439,N,1130.0,3,92040,0,0,False,False,4,old,Urban Residential,34.0
6440,N,1000.0,3,92040,0,0,False,False,4,old,Urban Residential,52.0
6441,N,1000.0,3,92040,0,0,False,False,4,old,Urban Residential,56.0
6442,N,1000.0,3,92040,0,0,False,False,4,old,Urban Non-Residential,52.0
6443,N,1000.0,3,92040,0,0,False,False,3,old,Urban Non-Residential,56.0
6444,V,300.0,3,92040,1,1,False,False,3,modern,Rural Non-Residential,86.0
6445,V,300.0,3,92040,0,1,False,False,4,modern,Rural Non-Residential,83.0
6446,V,300.0,3,92040,0,1,False,False,4,modern,Rural Non-Residential,85.0
6447,V,700.0,3,92040,0,2,False,False,4,modern,Rural Residential,86.0
6448,V,460.0,3,92040,0,0,False,False,4,old,Urban Non-Residential,35.0
6449,N,1350.0,3,92044,1,0,False,False,1,old,Urban Residential,54.0
6450,N,975.0,3,92044,0,0,False,False,4,old,Urban Residential,56.0
6451,V,4827.75,3,92044,0,3,False,False,4,modern,Rural Residential,14.0
6452,V,1586.0,3,92044,1,3,False,False,4,modern,Rural Residential,2.0
6453,V,2018.0,3,92044,0,1,False,False,4,modern,Rural Residential,42.0
6454,V,2018.0,3,92044,0,1,False,False,3,modern,Rural Residential,46.0
6455,V,4827.75,3,92044,1,4,False,False,4,modern,Rural Residential,24.0
6456,V,4827.75,3,92044,0,3,False,False,4,modern,Rural Residential,22.0
6457,N,1135.0,3,92044,0,0,False,False,1,old,Urban Residential,48.543595911004104
6458,V,1150.0,3,92044,0,2,False,False,4,modern,Rural Residential,52.0
6459,V,600.0,3,92044,0,0,False,False,4,old,Urban Non-Residential,52.0
6460,V,906.0,3,92044,0,0,False,False,4,old,Urban Residential,47.543595911004104
6461,N,870.0,3,92044,0,0,False,False,4,old,Urban Residential,49.543595911004104
6462,V,3419.0,3,92044,0,0,False,False,4,old,Urban Residential,26.0
6463,N,1232.0,3,92044,0,0,False,False,1,old,Urban Residential,53.0
6464,N,400.0,3,92046,0,0,False,False,4,old,Urban Residential,32.0
6465,N,400.0,3,92046,0,0,False,False,4,old,Urban Residential,35.0
6466,N,1300.0,3,92046,0,0,False,False,4,old,Urban Residential,55.0
6467,V,960.0,3,92048,0,1,False,False,4,modern,Rural Non-Residential,43.0
6468,V,960.0,3,92048,0,1,False,False,4,modern,Rural Non-Residential,45.0
6469,V,3161.0,3,92048,1,2,False,False,4,modern,Rural Non-Residential,13.0
6470,V,1604.0,3,92048,1,2,False,False,4,modern,Rural Residential,63.0
6471,V,290.0,3,92048,0,1,False,False,4,modern,Rural Residential,43.0
6472,N,1000.0,3,92048,0,0,False,False,4,old,Urban Residential,32.0
6473,N,1000.0,3,92048,0,0,False,False,4,old,Urban Residential,34.0
6474,V,385.0,3,92048,0,1,False,False,4,modern,Rural Non-Residential,62.0
6475,V,460.0,3,92048,0,0,False,False,4,old,Urban Residential,24.0
6476,V,900.0,3,92048,0,1,False,False,4,modern,Rural Non-Residential,83.0
6477,N,528.0,3,92049,0,0,False,False,4,old,Urban Non-Residential,53.0
6478,V,1010.0,3,92049,0,2,False,False,3,modern,Rural Residential,86.0
6479,V,2549.0,3,92049,0,1,False,False,4,modern,Rural Residential,5.0
6480,V,4827.75,3,92049,0,3,False,False,4,modern,Rural Residential,42.0
6481,V,4827.75,3,92049,1,3,False,False,4,modern,Rural Residential,45.0
6482,V,715.0,3,92049,0,2,False,False,2,modern,Rural Residential,84.0
6483,V,858.0,3,92049,1,2,False,False,4,modern,Rural Residential,82.0
6484,V,858.0,3,92049,1,2,False,False,4,modern,Rural Residential,85.0
6485,N,770.0,3,92050,0,0,False,False,4,old,Urban Residential,24.0
6486,N,770.0,3,92050,0,0,False,False,3,old,Urban Residential,28.0
6487,V,1425.0,3,92050,0,2,False,False,4,modern,Rural Residential,83.0
6488,V,1425.0,3,92050,0,2,False,False,4,modern,Rural Residential,85.0
6489,N,380.0,3,92050,0,0,False,False,4,old,Urban Residential,54.0
6490,N,500.0,3,92050,0,0,False,False,4,old,Urban Residential,52.0
6491,V,1250.0,3,92050,0,2,False,False,2,modern,Rural Residential,54.0
6492,V,1944.0,3,92050,1,2,False,False,4,modern,Rural Residential,83.0
6493,V,2128.0,3,92050,0,2,False,False,4,modern,Rural Residential,5.0
6494,V,3516.0,3,92050,1,3,False,False,4,modern,Rural Residential,3.0
6495,V,4372.0,3,92050,0,0,False,False,4,old,Urban Non-Residential,33.0
6496,V,450.0,3,92050,0,0,False,False,4,old,Urban Residential,32.0
6497,N,1132.0,3,92051,0,0,False,False,4,old,Urban Residential,53.0
6498,N,4827.75,3,92051,1,0,False,False,4,old,Urban Residential,33.0
6499,N,800.0,3,92051,1,0,False,False,4,old,Urban Residential,54.0
6500,V,3400.0,3,92051,1,2,False,False,4,modern,Rural Residential,53.0
6501,V,3400.0,3,92051,1,2,False,False,4,modern,Rural Residential,55.0
6502,N,1568.0,3,92051,0,0,False,False,2,old,Urban Residential,34.0
6503,V,2340.0,3,92051,1,3,False,False,0,modern,Rural Residential,43.0
6504,V,1450.0,3,92051,0,2,False,False,4,modern,Rural Non-Residential,32.0
6505,V,800.0,3,92051,1,2,False,False,4,modern,Rural Non-Residential,3.0
6506,V,800.0,3,92051,0,2,False,False,3,modern,Rural Non-Residential,6.0
6507,V,1515.0,3,92051,0,3,False,False,4,modern,Rural Residential,62.0
6508,V,2100.0,3,92051,1,2,False,False,4,modern,Rural Residential,85.0
6509,V,2100.0,3,92051,1,2,False,False,3,modern,Rural Residential,86.0
6510,V,4827.75,3,92051,1,3,False,False,3,modern,Rural Residential,59.0
6511,V,2183.0,3,92051,0,1,False,False,2,modern,Rural Residential,22.0
6512,V,1660.0,3,92051,1,2,False,False,4,modern,Rural Residential,83.0
6513,V,2167.0,3,92051,1,3,False,False,3,modern,Rural Residential,86.0
6514,V,820.0,3,92051,1,0,False,False,4,old,Urban Residential,52.0
6515,N,345.0,3,92051,0,0,False,False,4,old,Urban Residential,47.543595911004104
6516,N,900.0,3,92051,0,0,False,False,1,old,Urban Residential,33.0
6517,V,1650.0,3,92062,1,2,False,False,4,modern,Rural Residential,64.0
6518,V,3173.0,3,92062,1,3,False,False,3,modern,Rural Residential,7.0
6519,V,4827.75,3,92063,1,1,False,False,4,modern,Rural Non-Residential,26.0
6520,V,4827.75,3,92063,0,1,False,False,3,modern,Rural Non-Residential,29.0
6521,V,4827.75,3,92063,1,3,False,False,1,modern,Rural Residential,31.0
6522,V,240.0,3,92063,0,1,False,False,4,modern,Rural Residential,54.0
6523,V,330.0,3,92063,1,2,False,False,4,modern,Rural Residential,84.0
6524,V,330.0,3,92063,0,2,False,False,4,modern,Rural Residential,85.0
6525,V,1000.0,3,92063,1,2,False,False,4,modern,Rural Residential,82.0
6526,V,1000.0,3,92063,1,2,False,False,4,modern,Rural Residential,86.0
6527,V,850.0,3,92063,0,1,False,False,4,modern,Rural Non-Residential,82.0
6528,V,865.0,3,92063,0,2,False,False,2,modern,Rural Residential,44.0
6529,V,650.0,3,92063,1,1,False,False,4,modern,Rural Residential,83.0
6530,V,900.0,3,92063,0,0,False,False,4,old,Urban Non-Residential,55.0
6531,N,90.0,3,92063,0,0,False,False,0,old,Urban Residential,32.0
6532,N,3040.0,3,92064,1,0,False,False,4,old,Urban Residential,34.0
6533,V,2057.0,3,92064,0,2,False,False,4,modern,Rural Residential,42.0
6534,N,760.0,3,92064,0,0,False,False,4,old,Urban Non-Residential,33.0
6535,V,812.0,3,92071,0,2,False,False,4,modern,Rural Non-Residential,85.0
6536,V,1562.0,3,92071,0,3,False,False,1,modern,Rural Non-Residential,42.0
6537,V,4827.75,3,92071,1,2,False,False,4,modern,Rural Residential,21.0
6538,V,1900.0,3,92071,0,2,False,False,4,modern,Rural Non-Residential,62.0
6539,V,1900.0,3,92071,0,2,False,False,1,modern,Rural Non-Residential,63.0
6540,V,400.0,3,92072,0,1,False,False,3,modern,Rural Residential,55.0
6541,V,1285.0,3,92073,0,2,False,False,4,modern,Rural Residential,42.0
6542,V,1430.0,3,92073,0,1,False,False,2,modern,Rural Residential,72.0
6543,V,3872.0,3,92073,0,2,False,False,2,modern,Rural Residential,52.0
6544,V,1274.0,3,92073,0,2,False,False,4,modern,Rural Residential,7.0
6545,V,273.0,3,92073,0,1,False,False,4,modern,Rural Residential,83.0
6546,V,3401.0,3,92073,0,3,False,False,4,modern,Rural Residential,25.0
6547,V,3401.0,3,92073,1,3,False,False,3,modern,Rural Residential,26.0
6548,V,868.0,3,92073,0,0,False,False,0,old,Urban Residential,50.543595911004104
6549,V,1300.0,3,92075,1,2,False,False,4,modern,Rural Non-Residential,82.0
6550,V,1300.0,3,92075,0,2,False,False,4,modern,Rural Non-Residential,83.0
6551,V,1300.0,3,92075,0,2,False,False,4,modern,Rural Non-Residential,86.0
6552,V,2635.0,3,92075,0,3,False,False,4,modern,Rural Residential,83.0
6553,V,300.0,3,92075,0,2,False,False,4,modern,Rural Residential,75.0
6554,V,500.0,3,92075,0,1,False,False,4,modern,Rural Non-Residential,86.0
6555,N,450.0,3,92075,0,0,False,False,4,old,Urban Non-Residential,51.543595911004104
6556,V,1.0,3,92078,0,0,False,False,4,old,Urban Non-Residential,32.0
6557,V,1.0,3,92078,0,0,False,False,4,old,Urban Non-Residential,35.0
6558,V,1.0,3,92078,0,0,False,False,4,old,Urban Non-Residential,36.0
6559,N,930.0,3,93001,0,0,False,False,1,old,Urban Residential,56.0
6560,N,600.0,3,93001,0,0,False,False,4,old,Urban Residential,49.543595911004104
6561,N,600.0,3,93001,1,0,False,False,4,old,Urban Residential,50.543595911004104
6562,N,4827.75,3,93005,0,0,False,False,4,old,Urban Residential,25.0
6563,V,700.0,3,93005,0,0,False,False,3,old,Urban Residential,51.543595911004104
6564,V,321.0,3,93006,0,1,False,False,4,modern,Rural Non-Residential,82.0
6565,V,321.0,3,93006,0,1,False,False,4,modern,Rural Non-Residential,83.0
6566,V,400.0,3,93006,0,0,False,False,4,old,Urban Residential,50.543595911004104
6567,N,414.0,3,93006,0,0,False,False,4,old,Urban Non-Residential,48.543595911004104
6568,N,414.0,3,93006,0,0,False,False,3,old,Urban Non-Residential,51.543595911004104
6569,V,3800.0,3,93007,0,2,False,False,2,modern,Rural Non-Residential,6.0
6570,V,4827.75,3,93008,0,2,False,False,2,modern,Rural Residential,9.0
6571,N,319.0,3,93008,0,0,False,False,2,old,Urban Non-Residential,54.0
6572,N,2490.0,3,93010,0,0,False,False,4,old,Urban Non-Residential,55.0
6573,N,700.0,3,93010,1,0,False,False,3,old,Urban Residential,28.0
6574,V,1600.0,3,93010,0,0,False,False,4,old,Urban Residential,26.0
6575,V,600.0,3,93013,0,0,False,False,4,old,Urban Residential,33.0
6576,V,670.0,3,93013,0,2,False,False,1,modern,Rural Residential,46.0
6577,N,216.0,3,93015,0,0,False,False,1,old,Urban Residential,33.0
6578,V,2300.0,3,93015,0,1,False,False,4,modern,Rural Residential,4.0
6579,V,200.0,3,93015,0,1,False,False,4,modern,Rural Non-Residential,84.0
6580,V,1400.0,3,93027,1,2,False,False,4,modern,Rural Residential,52.0
6581,V,1400.0,3,93027,1,2,False,False,4,modern,Rural Residential,55.0
6582,V,1300.0,3,93027,1,0,False,False,4,old,Urban Residential,48.543595911004104
6583,V,1300.0,3,93027,0,0,False,False,4,old,Urban Residential,50.543595911004104
6584,N,882.0,3,93029,0,0,False,False,4,old,Urban Non-Residential,33.0
6585,V,220.0,3,93029,0,1,False,False,4,modern,Rural Non-Residential,17.0
6586,V,480.0,3,93029,0,2,False,False,4,modern,Rural Residential,43.0
6587,V,480.0,3,93029,0,2,False,False,4,modern,Rural Residential,45.0
6588,V,480.0,3,93029,0,2,False,False,4,modern,Rural Residential,46.0
6589,V,1453.0,3,93029,1,2,False,False,4,modern,Rural Residential,46.0
6590,V,170.0,3,93029,0,1,False,False,4,modern,Rural Residential,64.0
6591,V,2700.0,3,93029,1,2,False,False,3,modern,Rural Residential,51.0
6592,N,756.0,3,93029,0,0,False,False,4,old,Urban Residential,32.0
6593,N,400.0,3,93029,0,0,False,False,4,old,Urban Non-Residential,54.0
6594,N,3241.0,3,93031,1,0,False,False,4,old,Urban Residential,33.0
6595,V,2448.0,3,93031,1,4,False,False,4,modern,Rural Residential,40.0
6596,N,465.0,3,93031,1,0,False,False,4,old,Urban Residential,32.0
6597,V,1692.0,3,93032,0,2,False,False,4,modern,Rural Residential,8.0
6598,V,4000.0,3,93032,0,2,False,False,3,modern,Rural Residential,46.0
6599,V,992.0,3,93033,0,1,False,False,2,modern,Rural Residential,2.0
6600,N,580.0,3,93045,0,0,False,False,3,old,Urban Residential,56.0
6601,N,345.0,3,93045,0,0,False,False,3,old,Urban Residential,56.0
6602,V,1900.0,3,93045,0,2,False,False,3,modern,Rural Residential,15.0
6603,V,1650.0,3,93045,0,3,False,False,4,modern,Rural Residential,46.0
6604,V,500.0,3,93045,0,2,False,False,3,modern,Rural Non-Residential,86.0
6605,V,350.0,3,93045,0,1,False,False,4,modern,Rural Residential,63.0
6606,N,1500.0,3,93045,0,0,False,False,4,old,Urban Residential,47.543595911004104
6607,N,1500.0,3,93045,0,0,False,False,2,old,Urban Residential,51.543595911004104
6608,V,490.0,3,93045,0,0,False,False,1,old,Urban Non-Residential,54.0
6609,N,438.0,3,93045,0,0,False,False,4,old,Urban Residential,54.0
6610,V,2873.0,3,93046,0,2,False,False,4,modern,Rural Residential,10.0
6611,V,167.0,3,93046,0,1,False,False,4,modern,Rural Non-Residential,45.0
6612,N,500.0,3,93047,0,0,False,False,4,old,Urban Non-Residential,48.543595911004104
6613,N,500.0,3,93047,0,0,False,False,4,old,Urban Non-Residential,51.543595911004104
6614,N,300.0,3,93048,0,0,False,False,4,old,Urban Residential,52.0
6615,N,300.0,3,93048,1,0,False,False,4,old,Urban Residential,53.0
6616,V,300.0,3,93048,0,2,False,False,4,modern,Rural Non-Residential,83.0
6617,V,1264.0,3,93048,0,2,False,False,4,modern,Rural Non-Residential,34.0
6618,V,1264.0,3,93048,0,2,False,False,3,modern,Rural Non-Residential,36.0
6619,V,1520.0,3,93048,0,2,False,False,0,modern,Rural Residential,43.0
6620,V,1366.0,3,93048,1,2,False,False,4,modern,Rural Residential,66.0
6621,V,1365.0,3,93048,0,1,False,False,4,modern,Rural Non-Residential,53.0
6622,V,300.0,3,93048,0,1,False,False,4,modern,Rural Non-Residential,62.0
6623,V,700.0,3,93048,0,1,False,False,2,modern,Rural Non-Residential,85.0
6624,V,400.0,3,93048,0,1,False,False,4,modern,Rural Non-Residential,84.0
6625,V,320.0,3,93048,1,0,False,False,4,old,Urban Residential,48.543595911004104
6626,V,389.0,3,93048,0,0,False,False,3,old,Urban Residential,56.0
6627,V,700.0,3,93048,0,2,False,False,4,modern,Rural Residential,84.0
6628,N,450.0,3,93048,0,0,False,False,4,old,Urban Residential,50.543595911004104
6629,N,200.0,3,93049,0,0,False,False,4,old,Urban Non-Residential,35.0
6630,N,200.0,3,93049,1,0,False,False,3,old,Urban Non-Residential,36.0
6631,N,3619.0,3,93051,0,0,False,False,4,old,Urban Non-Residential,53.0
6632,N,1750.0,3,93051,0,0,False,False,4,old,Urban Residential,26.0
6633,V,3601.0,3,93051,0,1,False,False,0,modern,Rural Residential,53.0
6634,V,1978.0,3,93051,0,0,False,False,4,old,Urban Non-Residential,52.0
6635,N,400.0,3,93051,1,0,False,False,4,old,Urban Residential,32.0
6636,N,400.0,3,93051,0,0,False,False,2,old,Urban Residential,34.0
6637,V,183.0,3,93053,0,2,False,False,4,modern,Rural Non-Residential,18.0
6638,V,326.0,3,93053,0,1,False,False,3,modern,Rural Non-Residential,66.0
6639,N,660.0,3,93055,0,0,False,False,4,old,Urban Residential,55.0
6640,N,660.0,3,93055,0,0,False,False,2,old,Urban Residential,56.0
